gan'zhi'gan 乾之乾：道陟石阪，胡言连蹇。译喑且聋，莫使道通。请谒不行，求事无功。
yi'zhi'gu 益之蛊：去患脱厄，安无怵惕。上福喜堂，见我欢悦。
yi'zhi'lin 益之临：带季儿良，明知权兵。将师合战，敌不能当，赵魏以强。
xu'zhi'li 益之观：鹄思其雄，欲随凤东。顺理羽翼，出次须日。中留北邑，复反其室。
yi'zhi'ke'shi 益之噬嗑：耳如惊鹿，不能定足。室家分散，各走匿窜。
yi'zhi'ben 益之贲：甲乙丙丁，俱位我庭。三丑六子，入门见母。
yi'zhi'bo 益之剥：蹑华颠，观浮云。风不摇，雨不薄。心安吉，无患咎。
yi'zhi'fu 益之复：德施流行，利之四乡。雨师洒道，风伯逐殃。巡狩封禅，以告成功。
yi'zhi'wu'wang 益之无妄：水流趍下，遂成东海。求我所有，买鳝与鲤。
yi'zhi'da'xu 益之大畜：和气相薄，膏润津泽，生我嘉谷。
yi'zhi'yi 益之颐：忧惊以除，祸不成灾，安全以来。
yi'zhi'da'guo 益之大过：坚冰黄鸟，常哀悲愁。不见白粒，但覩藜蒿。数惊鸷鸟，飘为我忧。
yi'zhi'kan 益之坎：翕翕??，实坠崩颠。灭其命身。
yi'zhi'li 益之离：因祸致福，喜盈其室。
yi'zhi'xian 益之咸：佳居千里，不见河海，无有鱼市。
yi'zhi'heng 益之恒：鹿得美草，鸣呼其友。九族和睦，不忧饥乏。
yi'zhi'dun 益之遯：出门得堂，不逢祸殃。入户自若，不见矛戟。
yi'zhi'da'zhaung 益之大壮：罍尊重席，命我嘉客。福佑久长，不见祸殃。
yi'zhi'jin 益之晋：鸣鸿俱飞，北就鱼池。鳝鲔鰋鲤，多饶所有。一笱获两，利之过倍。
yi'zhi'ming'yi 益之明夷：当风奋翼，与鸟飞北。入我嘉国，见吾庆室。
yi'zhi'jia'ren 益之家人：麒麟凤凰，善政得祥。阴阳和调，国无灾殃。
yi'zhi'kui 益之睽：逐狐东山，水遏我前。深不可涉，失其后便。
yi'zhi'jian 益之蹇：丑戌亥子，饥馑前生。阴阳暴客，水绝我食。
yi'zhi'jie 益之解：狐狸雉兔，畏人逃去。分走窜匿，不知所处。
yi'zhi'sun 益之损：桀跖恶人，使德不通。炎旱为殃，年谷大伤。
yi'zhi'kuai 益之夫：兔乳在室，行来雀食。虎惧我子，长号不已。
yi'zhi'gou 益之姤：土阶明堂，礼让益兴。雄二相得，使民无疾。
yi'zhi'cui 益之萃：送金出门，并失玉丸。往来井上，破瓮坏盆。
yi'zhi'sheng 益之升：讽德诵功，美周盛隆。加其旦辅，光济冲人。
yi'zhi'kun 益之困：盗窃灭身，贰母不亲。王后无党，毁其宝灵。
yi'zhi'jing 益之井：六目騤騤，各欲有至。专止未装，俟侍旦明。
yi'zhi'ge 益之革：雀行求粒，误入罟罭。赖仁君子，复脱归室。
yi'zhi'ding 益之鼎：仁德孔明，患祸不伤。期誓不至，室人衘恤。
yi'zhi'zhen 益之震：龟厌江海，陆行不止。自令枯槁，失其都市，虽忧无咎。
yi'zhi'gen 益之艮：孤独特处，莫依为辅，心劳志苦。
yi'zhi'jian 益之渐：伯仲言留，叔子云去。虽自无咎，主母大喜。
yi'zhi'gui'mei 益之归妺：初忧不安，后得笑欢，虽惧无患。
yi'zhi'feng 益之丰：好战亡国，师不以律。称上殒坠，齐侯狠戾，其被灾祟。
yi'zhi'lv 益之旅：鹿在泽陂，豺伤其麑，泣血独哀。
yi'zhi'xun 益之巽：天地闭塞，仁智隐伏，商旅不行，利润难得。
yi'zhi'dui 益之兑：福德之士，欢悦日喜。夷吾相桓，三归为臣，赏流子孙。
yi'zhi'huan 益之涣：上无飞鸟，下乏走兽。乱扰未治，民劳于事。
yi'zhi'jie 益之节：据斗运枢，顺天无忧，与乐并居。
yi'zhi'zhong'fu 益之中孚：戴瓶望天，不见星辰。顾小失大，福逃庐外。
yi'zhi'xiao'guo 益之小过：月削日衰，工女下机。宇宙灭明，不见三光。
yi'zhi'ji'ji 益之既济：操戟刺鱼，被发立忧，虎脱我衣，狼取我袍，亡马失财。
yi'zhi'wei'ji 益之未济：两人俱醉，相与悖戾。心乖不同，争讼匈匈。
kuai'zhi'kuai 夬之夬：戴尧扶禹，松乔彭祖。西过王母，道里夷易，无敢难者。
kuai'zhi'gan 夬之乾：狼戾美谋，无言不殊。允厌帝心，悦以获佑。
kuai'zhi'kun 夬之坤：岁暮花落，阳入阴室。万物伏匿，绝不可得。
kuai'zhi'tun 夬之屯：鸡鸣失时，君骚相忧。犬吠不休，行者稽留。
kuai'zhi'meng 夬之蒙：凫鷖游泾，君子以宁。履德不愆，福禄来成。
kuai'zhi'xu 夬之需：薄为藩蔽，劲风吹却，欲上不得，复归其宅。
kuai'zhi'song 夬之讼：东行破车，步入危家。衡门垂倒，无以为主。卖袍续食，糟糠不饱。
kuai'zhi'shi 夬之师：青牛白咽，呼我俱田。历山之下，可以多耕。岁稔时节，民人安宁。
kuai'zhi'bi 夬之比：异国殊俗，情不相得。金木为仇，百贼擅杀。
kuai'zhi'xiao'xu 夬之小畜：阴阳精液，高熟晚拆。治卵成鬼，肇生头目。日有大喜。
kuai'zhi'lv 夬之履：饥蛊作害，偏多乱缠，绪不可得。
kuai'zhi'tai 夬之泰：清冷如云，为兵导先。民人冤急，不知西东。
kuai'zhi'pi 夬之否：班马旋师，以息劳疲。役夫嘉喜，入户见妻。
kuai'zhi'tong'ren 夬之同人：坐争立讼，纷纷匈匈。卒成祸乱，灾及家公。
kuai'zhi'da'you 夬之大有：鹿食美草，逍遥求饱。日暮后门，过期乃还，肥泽且厌。
kuai'zhi'qian 夬之谦：田鼠野雏，意常欲去。拘制笼槛，不得摇动。
kuai'zhi'yu 夬之豫：月趍日步，周遍次舍。历险致远，无有难处。
kuai'zhi'sui 夬之随：天孙帝子，与日月处。光荣于世，福禄祉祉。
kuai'zhi'gu 夬之蛊：晨风文翰，大举就温。昧过我邑，羿无所得。
kuai'zhi'lin 夬之临：旦生夕死，名曰婴鬼，不可得视。
kuai'zhi'guan 夬之观：疾贫望仕，使伯南贩。开牢择羊，多得大?。
kuai'zhi'ke'shi 夬之噬嗑：长城骊山，生我大残。涉叔发难，唐叔为患。
kuai'zhi'ben 夬之贲：娶于姜吕，驾迎新妇。少齐在门，夫子欢喜。
kuai'zhi'bo 夬之剥：随时春草，旧枝叶起。扶踈条桃，长大美盛，华沃铄舒。
kuai'zhi'fu 夬之复：姬姜既欢，二姓为婚。霜降合好，西施在前。
kuai'zhi'wu'wang 夬之无妄：戴笠独宿，昼不见日。勤苦无代，长劳悲思。
kuai'zhi'da'xu 夬之大畜：始加元服，二十系室。新婚既乐，伯季有得。
kuai'zhi'yi 夬之颐：二室灵台，文所止游。云物备故，长乐无忧。
kuai'zhi'da'guo 夬之大过：久阴霖雨，涂行泥潦。商人依山，市空无有。
kuai'zhi'kan 夬之坎：城坏压境，数为齐病。侵伐不休，君臣扰忧。上下屈竭，士民无财。
kuai'zhi'li 夬之离：南国盛茂，黍稷醴酒。可以飨养，乐我嘉友。
kuai'zhi'xian 夬之咸：忧在心腹，内崩为疾。祸起萧墙，意如制国。
kuai'zhi'heng 夬之恒：朽根刖树，花叶落去。卒逢火焱，随风僵仆。
kuai'zhi'dun 夬之遯：树表为坛，相与期言。午中不会，宠名弃废。
kuai'zhi'da'zhaung 夬之大壮：四足俱走，奴疲在后。德战不胜，败于东楚。
kuai'zhi'jin 夬之晋：执辔西朝，回还故处。麦秀伤心，叔父无忧。
kuai'zhi'ming'yi 夬之明夷：长夜短日，阴为阳贼。万物空枯，藏于北陆。
kuai'zhi'jia'ren 夬之家人：鸣鸠七子，均而不殆。长大成就，弃而合好。
kuai'zhi'kui 夬之睽：三羊上山，驰至大原。黄龙负舟，遂到夷伤，究其玉囊。
kuai'zhi'jian 夬之蹇：手足易处，头尾颠倒。公为雌妪，乱其蚕织。
kuai'zhi'jie 夬之解：登高望家，役事未休。王政靡盬，不得逍遥。
kuai'zhi'sun 夬之损：畏昏不行，候待旦明。燎猎受福，老赖其庆。
kuai'zhi'yi 夬之益：孤独特处，莫依无辅，心劳志苦。
kuai'zhi'gou 夬之姤：山石朽破，消崩堕坠。上下离心，君受其祟。
kuai'zhi'cui 夬之萃：文母圣子，无疆寿考。为天下主，人受其福。
kuai'zhi'sheng 夬之升：倔傀加俄，前后相违。言如鳖咳，语不可知。
kuai'zhi'kun 夬之困：五龙俱超，强者敢走。露我苗稼，年岁大有。
kuai'zhi'jing 夬之井：虎除善猛，难为功医。骥疲盐车，困于衘棰。
kuai'zhi'ge 夬之革：江南多蝮，螫于手足。冤烦诘屈，痛彻心腹。
kuai'zhi'ding 夬之鼎：心无所据，射鹿不得。多言少实，语成无事。
kuai'zhi'zhen 夬之震：君明主贤，鸣求其友。显德之政，可以履事。
kuai'zhi'gen 夬之艮：安上宜官，一日九迁。逾群越等，牧在常山。
kuai'zhi'jian 夬之渐：俊辞解谢，除去垢污。惊之成患，婴氏醳残。
kuai'zhi'gui'mei 夬之归妺：翁狂妪盲，相牵北行。欲归高邑，迷惑不得。
kuai'zhi'feng 夬之丰：醉卧道傍，迷旦失明，不全我生。
kuai'zhi'lv 夬之旅：北登鬼丘，驾龙东游。王叔御后，文武何忧？
kuai'zhi'xun 夬之巽：恬淡无患，游戏道门。与神往来，长乐以安。
kuai'zhi'dui 夬之兑：以缗易丝，抱布自媒。弃礼急情，卒罹悔忧。
kuai'zhi'huan 夬之涣：被服大冠，游戏道门。以礼相终，身无殃患。
kuai'zhi'jie 夬之节：大麓鱼池，陆为海涯。君子失行，小人相携。
kuai'zhi'zhong'fu 夬之中孚：渊泉溢出，为我邑祟。道路不通，孩子心愦。
kuai'zhi'xiao'guo 夬之小过：十里望烟，散涣四分。形体灭亡，可入深渊，终不见君。
kuai'zhi'ji'ji 夬之既济：传言相误，非奸径路。鸣鼓逐狼，不知迹处。
kuai'zhi'wei'ji 夬之未济：东失大珠，西行弃襦。时多不利，使我后起。
gou'zhi'gou 姤之姤：河伯大呼，津不可渡。往复尔故，乃无大悔。
gou'zhi'gan 姤之乾：蒙被恩德，长大成就。柔顺利贞，君臣合好。
gou'zhi'kun 姤之坤：东山西山，各自止安。心虽相望，意不同堂。
gou'zhi'tun 姤之屯：登山上谷，与虎相触。猬为功曹，班叔奔北，脱之嘉国。
gou'zhi'meng 姤之蒙：踬跛未起，失利后市。
gou'zhi'xu 姤之需：结珠怀履，卑斯以鬼，为君奴婢。
gou'zhi'song 姤之讼：鸡鸣失时，民侨劳苦。厖吠有威，行者留止。
gou'zhi'shi 姤之师：陈妫敬仲，示兆兴姜。乃寓营丘，八世大昌。
gou'zhi'bi 姤之比：鹿畏人匿，俱入深谷。短命不长，为虎所得，死于牙腹。
gou'zhi'xiao'xu 姤之小畜：言无约结，不成契劵。殷叔季女，公孙争之，强入委禽，不悦于心，乃适子南。
gou'zhi'lv 姤之履：鼓瑟歌舞，欢遗于酒。龙喜张口，大喜在后。
gou'zhi'tai 姤之泰：凶忧灾殃，日益章明。祸不可救，三郤夷伤。
gou'zhi'pi 姤之否：水流趍下，遂成东海。求我所有，买鳝与鲤。
gou'zhi'tong'ren 姤之同人：阴为阳贼，君不能克。举动失常，利无所得。
gou'zhi'da'you 姤之大有：离床失案，龟丧其愿。都市无会，叔季怀恨。
gou'zhi'qian 姤之谦：壅遏堤防，水不得行。火慎阳光，阴霓伏藏，走归其乡。
gou'zhi'yu 姤之豫：躄屈复伸，本乘浮云，贵宠毋前。
gou'zhi'sui 姤之随：实沉参虚，以义断割。次陆服薪，成我霸功。
gou'zhi'gu 姤之蛊：金泉黄宝，宜与我市。娶嫁有息，利得过母。
gou'zhi'lin 姤之临：禹召诸侯，会稽南山。执玉万国，天下康宁。
gou'zhi'guan 姤之观：三?作蛊，践迹无与。胜母盗泉，君子不处。
gou'zhi'ke'shi 姤之噬嗑：花叶堕落，公归妪宅。夷子失民，洁白不食。
gou'zhi'ben 姤之贲：履机惧毁，身王子废。终得所欲，无有凶害。
gou'zhi'bo 姤之剥：道理和德，仁不相贼。君子攸往，乐有利福。
gou'zhi'fu 姤之复：合匏同牢，姬姜并居。
gou'zhi'wu'wang 姤之无妄：关雎淑女，贤妃圣偶。宜家寿母，福禄长久。
gou'zhi'da'xu 姤之大畜：骐骥晚乳，不知子处。旋动悲鸣，痛伤我心。
gou'zhi'yi 姤之颐：智嵓绝理，阴孽谋生。十日不食，困于申亥。
gou'zhi'da'guo 姤之大过：监诸攻玉，无不穿凿。麟凤成形，德象君子。三仁翼事，所求必喜。
gou'zhi'kan 姤之坎：昧暮乘车，以至伯家。逾梁渡河，济脱无他。
gou'zhi'li 姤之离：吾有黍粱，委积外塲。有用服箱，运致我藏，富于喜粮。
gou'zhi'xian 姤之咸：喜笑且语，不能掩口。官爵并至，庆贺盈户。
gou'zhi'heng 姤之恒：雾露雪霜，日暗不明。阴孽生疾，年谷大伤。
gou'zhi'dun 姤之遯：伯去我东，发扰如蓬。寤寐长叹，展转空床。内怀怅恨，摧我肝肠。
gou'zhi'da'zhaung 姤之大壮：亡羊补牢，毋损于忧。
gou'zhi'jin 姤之晋：贩鼠卖卜，利少无谋，难以得家。
gou'zhi'ming'yi 姤之明夷：西戎为疾，幽君去室。陈子发难，项伯成就。
gou'zhi'jia'ren 姤之家人：秋风生哀，花落生悲。公室多难，羊舌氏衰。
gou'zhi'kui 姤之睽：持福厌患，去除天残。日长夜尽，喜世蒙恩。
gou'zhi'jian 姤之蹇：新授大喜，福复重来。乐且日富，是惟丰财。
gou'zhi'jie 姤之解：前顿却踬，左跌右逆。登高安梯，复反来归。
gou'zhi'sun 姤之损：梦饭不饱，酒未入口。婴女虽好，媒雁不许。
gou'zhi'yi 姤之益：大都王市，稠人多宝。公孙宜贾，资货万倍。
gou'zhi'kuai 姤之夬：两人俱醉，相与悖戾。心乖不同，争讼匈匈。
gou'zhi'cui 姤之萃：身无头足，超跖空乖。不能远之，中道废休，失利后时。
gou'zhi'sheng 姤之升：三人俱行，六目光明。道逢淑女，与我骥子。
gou'zhi'kun 姤之困：进仕为官，不若复田，获寿保年。
gou'zhi'jing 姤之井：先易后否，失我所市。骚苏自苦，思吾故土。
gou'zhi'ge 姤之革：苏氏发言，韩魏无患。张子驰说，燕齐以安。
gou'zhi'ding 姤之鼎：武库军府，甲兵所聚。非里邑居，不可舍止。
gou'zhi'zhen 姤之震：一身三口，莫适所与。为孺子牛，田氏主咎。
gou'zhi'gen 姤之艮：西山东山，各自止安。心虽相望，竟未上堂。
gou'zhi'jian 姤之渐：不改柯叶，和气中适。君子所在，安无怵惕。
gou'zhi'gui'mei 姤之归妺：将戌击亥，阳藏不起。君子散乱，太山危殆。
gou'zhi'feng 姤之丰：天官列宿，五神舍室。宫关完坚，君安其居。
gou'zhi'lv 姤之旅：左手把水，右手把火。如光与鬼，不可得从。
gou'zhi'xun 姤之巽：逐狐东山，水遏我前。深不可涉，失利后便。
gou'zhi'dui 姤之兑：水渎鱼室，来灌吾邑。冲没我家，与狗俱游。
gou'zhi'huan 姤之涣：山险难登，涧中多石。车驰轊击，重载伤轴。担负善踬，跌踒右足。
gou'zhi'jie 姤之节：槽空无实，豚彘不食。庶民屈竭，离其居室。
gou'zhi'zhong'fu 姤之中孚：执热烂手，火为灾咎。公孙无赖，败我玉宝。
gou'zhi'xiao'guo 姤之小过：三虎上山，更相噬啮。心志不亲，如仇与怨。
gou'zhi'ji'ji 姤之既济：西家嫁子，借邻送女。嘉我淑姬，宾主俱喜。
gou'zhi'wei'ji 姤之未济：克身洁己，逢禹巡狩。锡我玄圭，拜受福祉。
cui'zhi'cui 萃之萃：蒙庆受福，有所获得。不利出城，病人困棘。
cui'zhi'gan 萃之乾：硕鼠四足，飞不上屋。颜氏渊德，未有爵禄。
cui'zhi'kun 萃之坤：新受大喜，福履重职，乐且日富。
cui'zhi'tun 萃之屯：克身整己，逢禹巡狩。锡我玄圭，拜受福祉。
cui'zhi'meng 萃之蒙：置筐失筥，轮破无辅。家伯为政，病我下土。
cui'zhi'xu 萃之需：机言不发，顽不能达。齐鲁为仇，亡我葵丘。
cui'zhi'song 萃之讼：亡锥失斧，公输无辅。抱其彝器，适君子处。
cui'zhi'shi 萃之师：家在海隅，桡短深流。伯氏难行，无目以趋。
cui'zhi'bi 萃之比：德施流行，利之四乡。雨师洒道，风伯逐殃。巡狩封禅，以告成功。
cui'zhi'xiao'xu 萃之小畜：筐倾筥覆，丧我公粒。简伯无礼，太师正食。
cui'zhi'lv 萃之履：泥滓污辱，弃捐沟渎。为众所笑，终不显禄。
cui'zhi'tai 萃之泰：獮猴兔走，腥臊少肉。漏卮承酒，利无所得。
cui'zhi'pi 萃之否：鹿畏人藏，俱入深谷。命短不长，为虎所得，死于牙腹。
cui'zhi'tong'ren 萃之同人：南山兰芝，君子所有。东家淑女，生我玉宝。
cui'zhi'da'you 萃之大有：左指右挥，邪佞侈靡。执节无良，灵君以亡。
cui'zhi'qian 萃之谦：郁怏不明，为湿所伤。众阴群聚，共夺日光。
cui'zhi'yu 萃之豫：穿鼻系棘，为虎所拘。王母祝祷，祸不成灾，突然脱来。
cui'zhi'sui 萃之随：贫鬼守门，日破我盆。毁罂伤釭，空虚无子。
cui'zhi'gu 萃之蛊：襄王叔带，郑人是赖。庄公卿士，皇母忧苦。
cui'zhi'lin 萃之临：昭君死国，诸夏蒙德。异类既同，宗我王室。
cui'zhi'guan 萃之观：冬薮枯腐，常风于道。蒙被尘埃，左右劳苦。
cui'zhi'ke'shi 萃之噬嗑：六爻既立，神明喜告。文定吉祥，康叔受福。
cui'zhi'ben 萃之贲：泣涕长诀，我心不快。远送卫野，归宁无子。
cui'zhi'bo 萃之剥：三宿无主，南行劳苦。东里失利，丧其珍宝。
cui'zhi'fu 萃之复：大斧破木，谗佞败国。东间梁王，祸及三子。晋人乱邑，怀公出走。
